"","Peso","valoraciones","Precio"
"46",-1.25471429919794,-0.440038550408233,1.09710252892303
"47",1.30132907192356,-0.260262293608438,-3.55567282663328e-16
"48",-0.0854604166636366,2.14873954750881,1.45733983024938
"49",0.186459090902481,3.38919571942739,-3.55567282663328e-16
"50",-1.03717869314505,-3.83216139993709e-16,-1.20246749886132
"51",-0.642895407174176,0.0453573429512126,1.00643332102712
"52",0.866257859817773,1.88806397514911,0.474740829053858
"53",-0.289400047338224,-0.727680561287904,-0.529188423878478
"54",0.213651041659092,1.08805963239002,-3.55567282663328e-16
"55",-3.62269557773565e-15,-0.763635812647863,-0.463665143250008
"56",-0.914814914740293,-0.700714122767935,-1.2457222468848
"57",3.36791732942605,-0.484982614608181,1.725781986638
"58",0.050499337119422,-0.413072111888264,1.57656405256715
"59",-3.62269557773565e-15,0.341988166670874,-3.55567282663328e-16
"60",2.47058295445786,-0.700714122767935,2.34820623856505
"61",-0.833239062470458,0.0813125943111715,-3.55567282663328e-16
"62",-3.62269557773565e-15,-3.83216139993709e-16,-0.791156442276597
"63",-0.996390767010128,-0.242284667928459,-3.55567282663328e-16
"64",-0.289400047338224,-0.305206357808387,-3.55567282663328e-16
"65",-0.901218939361988,-0.727680561287904,-0.915760141571978
"66",-0.493339678012812,-0.242284667928459,-0.619920183832268
"67",2.82407831429381,-0.619814807208027,0.943881263147912
"68",1.02940956435744,0.108279032831141,-3.55567282663328e-16
"69",0.186459090902481,1.13300369658997,0.506016857993462
"70",-0.561319554904341,-0.781613438327842,-1.0530306325879
"71",2.76969441278059,1.08805963239002,1.09716508098091
"72",0.322418844685539,-0.727680561287904,-0.770545539205399
"73",0.730298106034714,-0.781613438327842,-3.55567282663328e-16
"74",0.431186647711986,-0.413072111888264,-3.55567282663328e-16
"75",-0.765259185578929,-0.754646999807873,-3.55567282663328e-16
"76",-3.62269557773565e-15,-0.0175643469287155,1.72268565977298
"77",0.866257859817773,-0.242284667928459,-3.55567282663328e-16
"78",2.90565416656365,-0.637792432888007,-3.55567282663328e-16
"79",-3.62269557773565e-15,-0.781613438327842,-0.807576357469889
"80",2.22585539764836,-0.601837181528048,-3.55567282663328e-16
"81",-0.792451136335541,-0.700714122767935,-0.182024502648878
"82",-0.710875284065706,-0.691725309927945,2.23670719539537
"83",-1.24111832381963,0.701540680270463,-3.55567282663328e-16
"84",-3.62269557773565e-15,-0.404083299048274,0.0681524528390115
"85",-0.289400047338224,-0.565881930168089,-3.55567282663328e-16
"86",-0.357379924229754,-0.772624625487853,3.66605299396419
"87",-3.62269557773565e-15,-0.781613438327842,-0.388133533360865
"88",-0.0854604166636366,-0.601837181528048,0.161980539657822
"89",-0.398167850364671,-0.0175643469287155,-3.55567282663328e-16
"90",-3.62269557773565e-15,-0.709702935607925,2.62656289612753
"91",-1.07796661927996,0.386932230870822,-3.55567282663328e-16
"92",0.186459090902481,-0.323183983488366,-3.55567282663328e-16
"93",0.444782623090292,-3.83216139993709e-16,-0.932743025286183
"94",-3.62269557773565e-15,-3.83216139993709e-16,-0.185152105542838
