"","Peso","valoraciones","Precio"
"1",0.322418844685539,0.44985392075075,-1.40491723418738
"2",-0.289400047338224,3.66784891746707,-1.15470900267055
"3",-0.30299602271653,-0.53891549164812,-0.619920183832268
"4",0.213651041659092,0.099290219991151,0.161980539657822
"5",0.308822869307233,-0.431049737568243,-0.153876076603234
"6",-0.765259185578929,0.584686113350596,-0.841948713274514
"7",0.458378598468597,-0.673747684247966,1.38490454722526
"8",-0.289400047338224,0.099290219991151,-0.560652108991719
"9",-0.0854604166636366,0.602663739030576,-0.995232531107511
"10",-0.833239062470458,-0.637792432888007,-1.02650856004711
"11",-0.806047111713847,2.09480667046887,-0.150779749738214
"12",-1.1731384469281,-3.83216139993709e-16,-1.1759141502916
"13",0.213651041659092,-0.565881930168089,-0.00378241372207675
"14",0.186459090902481,0.827384060030319,-0.404115584149003
"15",-0.357379924229754,-0.413072111888264,-1.31108914736857
"16",-1.1731384469281,-0.251273480768448,-3.55567282663328e-16
"17",-0.0854604166636366,-0.592848368688058,-3.55567282663328e-16
"18",-0.53412760414773,1.60042196426944,-0.150779749738214
"19",0.159267140145869,-0.682736497087955,-0.46354003913425
"20",2.96003806807687,-0.52093786596814,1.56940184193998
"21",-0.357379924229754,-3.83216139993709e-16,-0.557368125953061
"22",-0.765259185578929,-0.754646999807873,-3.55567282663328e-16
"23",-0.411763825742977,0.917272188430216,-3.55567282663328e-16
"24",-0.819643087092152,2.21166123738874,-1.31108914736857
"25",-1.10515857003658,-0.781613438327842,-0.78227405005775
"26",-0.765259185578929,-0.772624625487853,-0.150779749738214
"27",-0.765259185578929,-0.709702935607925,-1.20012179669085
"28",0.431186647711986,-0.53891549164812,-3.55567282663328e-16
"29",-0.765259185578929,-0.781613438327842,-1.12240086477594
"30",-1.18673442230641,0.0723237814711818,0.631120973751876
"31",-1.11875454541488,-0.502960240288161,-1.69891190621965
"32",-0.289400047338224,-0.458016176088212,-3.55567282663328e-16
"33",0.050499337119422,0.297044102470925,-3.55567282663328e-16
"34",-3.62269557773565e-15,2.2476164887487,-1.7896123901445
"35",-0.765259185578929,-3.83216139993709e-16,-1.27671679156394
"36",0.336014820063845,-0.646781245727996,-3.55567282663328e-16
"37",0.594338352251656,-0.251273480768448,0.940784936282892
"38",0.322418844685539,-0.21531822940849,1.879065804471
"39",-0.275804071959918,3.96447974118673,-3.55567282663328e-16
"40",-0.62929943179587,-0.718691748447914,-1.08906061792632
"41",1.89955198856902,-0.323183983488366,0.161980539657822
"42",-0.357379924229754,0.198167161231038,-3.55567282663328e-16
"43",0.594338352251656,-0.260262293608438,-3.55567282663328e-16
"44",-0.235016145825001,-0.781613438327842,2.03857355206298
"45",-1.10515857003658,-0.592848368688058,-3.55567282663328e-16
